chrom	start	stop	fastqs/NP_092.rmdup.bam	fastqs/NP_068.rmdup.bam	fastqs/NP_090.rmdup.bam	fastqs/NP_033.rmdup.bam	fastqs/NP_075.rmdup.bam	fastqs/NP_010.rmdup.bam	fastqs/NP_003.rmdup.bam	fastqs/NP_067.rmdup.bam	fastqs/NP_072.rmdup.bam	fastqs/NP_077.rmdup.bam	fastqs/NP_032.rmdup.bam	fastqs/NP_064.rmdup.bam	fastqs/NP_040.rmdup.bam	fastqs/NP_051.rmdup.bam	fastqs/NP_008.rmdup.bam	fastqs/NP_054.rmdup.bam	fastqs/NP_020.rmdup.bam	fastqs/NP_098.rmdup.bam	fastqs/NP_058.rmdup.bam	fastqs/NP_016.rmdup.bam	fastqs/NP_014.rmdup.bam	fastqs/NP_053.rmdup.bam	fastqs/NP_057.rmdup.bam	fastqs/NP_044.rmdup.bam	fastqs/NP_071.rmdup.bam	fastqs/NP_034.rmdup.bam	fastqs/NP_066.rmdup.bam	fastqs/NP_084.rmdup.bam	fastqs/NP_035.rmdup.bam	fastqs/NP_041.rmdup.bam	fastqs/NP_001.rmdup.bam	fastqs/NP_027.rmdup.bam	fastqs/NP_046.rmdup.bam	fastqs/NP_100.rmdup.bam	fastqs/NP_081.rmdup.bam	fastqs/NP_070.rmdup.bam	fastqs/NP_073.rmdup.bam	fastqs/NP_079.rmdup.bam	fastqs/NP_045.rmdup.bam	fastqs/NP_018.rmdup.bam	fastqs/NP_013.rmdup.bam	fastqs/NP_065.rmdup.bam	fastqs/NP_069.rmdup.bam	fastqs/NP_093.rmdup.bam	fastqs/NP_088.rmdup.bam	fastqs/NP_019.rmdup.bam	fastqs/NP_082.rmdup.bam	fastqs/NP_043.rmdup.bam	fastqs/NP_025.rmdup.bam	fastqs/NP_078.rmdup.bam	fastqs/NP_095.rmdup.bam	fastqs/NP_056.rmdup.bam	fastqs/NP_086.rmdup.bam	fastqs/NP_007.rmdup.bam	fastqs/NP_036.rmdup.bam	fastqs/NP_017.rmdup.bam	fastqs/NP_026.rmdup.bam	fastqs/NP_097.rmdup.bam	fastqs/NP_089.rmdup.bam	fastqs/NP_009.rmdup.bam	fastqs/NP_021.rmdup.bam	fastqs/NP_049.rmdup.bam	fastqs/NP_039.rmdup.bam	fastqs/NP_012.rmdup.bam	fastqs/NP_080.rmdup.bam	fastqs/NP_091.rmdup.bam	fastqs/NP_059.rmdup.bam	fastqs/NP_085.rmdup.bam	fastqs/NP_052.rmdup.bam	fastqs/NP_031.rmdup.bam	fastqs/NP_060.rmdup.bam	fastqs/NP_096.rmdup.bam	fastqs/NP_061.rmdup.bam	fastqs/NP_037.rmdup.bam	fastqs/NP_029.rmdup.bam	fastqs/NP_022.rmdup.bam	fastqs/NP_050.rmdup.bam	fastqs/NP_002.rmdup.bam	fastqs/NP_030.rmdup.bam	fastqs/NP_076.rmdup.bam	fastqs/NP_023.rmdup.bam	fastqs/NP_024.rmdup.bam	fastqs/NP_055.rmdup.bam	fastqs/NP_099.rmdup.bam	fastqs/NP_063.rmdup.bam	fastqs/NP_005.rmdup.bam	fastqs/NP_083.rmdup.bam	fastqs/NP_038.rmdup.bam	fastqs/NP_094.rmdup.bam	fastqs/NP_087.rmdup.bam	fastqs/NP_006.rmdup.bam	fastqs/NP_011.rmdup.bam	fastqs/NP_062.rmdup.bam	fastqs/NP_028.rmdup.bam	fastqs/NP_048.rmdup.bam	fastqs/NP_004.rmdup.bam	fastqs/NP_074.rmdup.bam	fastqs/NP_042.rmdup.bam	fastqs/NP_015.rmdup.bam	fastqs/NP_047.rmdup.bam
chr19	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	50000	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	100000	150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	150000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	200000	250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	250000	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	300000	350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	350000	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	400000	450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	450000	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
